[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    0 *   -1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    1 *    1 =    1
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    0 =    0
[sw]    0 *   -1 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    0 =    0
[sw]    1 *   -1 =   -1
[sw]    1 *    0 =    0
[sw]    1 *    0 =    0
[sw]    0 *    0 =    0
[sw]    0 *    1 =    0
[sw]    0 *    1 =    0
[sw]    1 *    1 =    1
[sw]    0 *    1 =    0
[sw]    0 *   -1 =    0
[sw]    1 *    0 =    0
